ts,Open,Close,High,Volume,Low
2025-12-11 09:29:00,1505.0,1500.0,1505.0,24,1500.0
2025-12-11 09:30:00,1505.0,1505.0,1505.0,18,1500.0
2025-12-11 09:31:00,1500.0,1505.0,1505.0,7,1500.0
2025-12-11 09:32:00,1500.0,1505.0,1505.0,51,1500.0
2025-12-11 09:33:00,1505.0,1500.0,1505.0,24,1500.0
2025-12-11 09:34:00,1505.0,1505.0,1505.0,39,1500.0
2025-12-11 09:35:00,1500.0,1505.0,1505.0,26,1500.0
2025-12-11 09:36:00,1505.0,1505.0,1505.0,48,1500.0
2025-12-11 09:37:00,1505.0,1500.0,1505.0,19,1500.0
2025-12-11 09:38:00,1500.0,1505.0,1505.0,21,1500.0
2025-12-11 09:39:00,1505.0,1500.0,1505.0,21,1500.0
2025-12-11 09:40:00,1500.0,1500.0,1505.0,32,1500.0
2025-12-11 09:41:00,1500.0,1500.0,1505.0,22,1500.0
2025-12-11 09:42:00,1500.0,1505.0,1505.0,13,1500.0
2025-12-11 09:43:00,1500.0,1500.0,1505.0,39,1500.0
2025-12-11 09:44:00,1500.0,1500.0,1505.0,81,1500.0
2025-12-11 09:45:00,1500.0,1500.0,1505.0,72,1500.0
2025-12-11 09:46:00,1500.0,1500.0,1500.0,22,1500.0
2025-12-11 09:47:00,1500.0,1500.0,1505.0,35,1500.0
2025-12-11 09:48:00,1500.0,1500.0,1505.0,92,1500.0
2025-12-11 09:49:00,1500.0,1495.0,1505.0,1166,1495.0
2025-12-11 09:50:00,1495.0,1495.0,1500.0,180,1495.0
2025-12-11 09:51:00,1495.0,1500.0,1500.0,225,1495.0
2025-12-11 09:52:00,1495.0,1495.0,1495.0,133,1495.0
2025-12-11 09:53:00,1495.0,1495.0,1500.0,59,1495.0
2025-12-11 09:54:00,1495.0,1495.0,1495.0,108,1495.0
2025-12-11 09:55:00,1495.0,1495.0,1500.0,51,1495.0
2025-12-11 09:56:00,1495.0,1495.0,1495.0,239,1490.0
2025-12-11 09:57:00,1495.0,1490.0,1495.0,36,1490.0
2025-12-11 09:58:00,1490.0,1490.0,1495.0,14,1490.0
2025-12-11 09:59:00,1490.0,1495.0,1495.0,33,1490.0
2025-12-11 10:00:00,1495.0,1490.0,1495.0,52,1490.0
2025-12-11 10:01:00,1495.0,1490.0,1495.0,26,1490.0
2025-12-11 10:02:00,1490.0,1495.0,1495.0,204,1490.0
2025-12-11 10:03:00,1495.0,1495.0,1495.0,47,1490.0
2025-12-11 10:04:00,1490.0,1490.0,1495.0,15,1490.0
2025-12-11 10:05:00,1490.0,1490.0,1495.0,14,1490.0
2025-12-11 10:06:00,1495.0,1490.0,1495.0,17,1490.0
2025-12-11 10:07:00,1490.0,1490.0,1495.0,28,1490.0
2025-12-11 10:08:00,1490.0,1490.0,1495.0,34,1490.0
2025-12-11 10:09:00,1490.0,1490.0,1495.0,74,1490.0
2025-12-11 10:10:00,1490.0,1490.0,1495.0,298,1490.0
2025-12-11 10:11:00,1490.0,1490.0,1495.0,58,1490.0
2025-12-11 10:12:00,1490.0,1490.0,1495.0,74,1490.0
2025-12-11 10:13:00,1490.0,1490.0,1495.0,35,1490.0
2025-12-11 10:14:00,1490.0,1490.0,1495.0,49,1490.0
2025-12-11 10:15:00,1490.0,1490.0,1495.0,21,1490.0
2025-12-11 10:16:00,1490.0,1495.0,1495.0,34,1490.0
2025-12-11 10:17:00,1490.0,1490.0,1495.0,22,1490.0
2025-12-11 10:18:00,1490.0,1490.0,1495.0,187,1490.0
2025-12-11 10:19:00,1490.0,1490.0,1495.0,109,1490.0
2025-12-11 10:20:00,1490.0,1490.0,1495.0,355,1490.0
2025-12-11 10:21:00,1490.0,1490.0,1495.0,94,1490.0
2025-12-11 10:22:00,1490.0,1490.0,1495.0,20,1490.0
2025-12-11 10:23:00,1490.0,1490.0,1495.0,19,1490.0
2025-12-11 10:24:00,1490.0,1490.0,1490.0,28,1490.0
2025-12-11 10:25:00,1490.0,1490.0,1490.0,18,1490.0
2025-12-11 10:26:00,1490.0,1490.0,1495.0,32,1490.0
2025-12-11 10:27:00,1490.0,1490.0,1490.0,139,1490.0
2025-12-11 10:28:00,1490.0,1485.0,1490.0,143,1485.0
2025-12-11 10:29:00,1485.0,1485.0,1490.0,26,1485.0
2025-12-11 10:30:00,1485.0,1490.0,1490.0,39,1485.0
2025-12-11 10:31:00,1490.0,1485.0,1490.0,23,1485.0
2025-12-11 10:32:00,1485.0,1485.0,1490.0,28,1485.0
2025-12-11 10:33:00,1485.0,1490.0,1490.0,34,1485.0
2025-12-11 10:34:00,1485.0,1485.0,1490.0,20,1485.0
2025-12-11 10:35:00,1485.0,1490.0,1490.0,14,1485.0
2025-12-11 10:36:00,1490.0,1485.0,1490.0,38,1485.0
2025-12-11 10:37:00,1485.0,1485.0,1490.0,16,1485.0
2025-12-11 10:38:00,1485.0,1485.0,1490.0,123,1485.0
2025-12-11 10:39:00,1485.0,1485.0,1490.0,136,1485.0
2025-12-11 10:40:00,1485.0,1485.0,1490.0,517,1485.0
2025-12-11 10:41:00,1485.0,1485.0,1490.0,95,1485.0
2025-12-11 10:42:00,1485.0,1485.0,1490.0,274,1480.0
2025-12-11 10:43:00,1480.0,1485.0,1485.0,36,1480.0
2025-12-11 10:44:00,1485.0,1485.0,1485.0,219,1480.0
2025-12-11 10:45:00,1485.0,1485.0,1485.0,49,1480.0
2025-12-11 10:46:00,1485.0,1485.0,1485.0,69,1480.0
2025-12-11 10:47:00,1485.0,1480.0,1485.0,27,1480.0
2025-12-11 10:48:00,1480.0,1480.0,1485.0,10,1480.0
2025-12-11 10:49:00,1480.0,1480.0,1485.0,14,1480.0
2025-12-11 10:50:00,1485.0,1485.0,1485.0,23,1480.0
2025-12-11 10:51:00,1480.0,1485.0,1485.0,22,1480.0
2025-12-11 10:52:00,1480.0,1480.0,1485.0,31,1480.0
2025-12-11 10:53:00,1480.0,1480.0,1485.0,27,1480.0
2025-12-11 10:54:00,1480.0,1480.0,1485.0,20,1480.0
2025-12-11 10:55:00,1485.0,1485.0,1485.0,21,1480.0
2025-12-11 10:56:00,1485.0,1480.0,1485.0,24,1480.0
2025-12-11 10:57:00,1480.0,1480.0,1485.0,20,1480.0
2025-12-11 10:58:00,1485.0,1480.0,1485.0,70,1480.0
2025-12-11 10:59:00,1480.0,1485.0,1485.0,118,1480.0
2025-12-11 11:00:00,1485.0,1480.0,1485.0,34,1480.0
2025-12-11 11:01:00,1480.0,1480.0,1485.0,72,1480.0
2025-12-11 11:02:00,1480.0,1480.0,1485.0,278,1480.0
2025-12-11 11:03:00,1485.0,1480.0,1485.0,542,1480.0
2025-12-11 11:04:00,1480.0,1480.0,1480.0,363,1475.0
2025-12-11 11:05:00,1475.0,1475.0,1480.0,23,1475.0
2025-12-11 11:06:00,1475.0,1475.0,1480.0,41,1475.0
2025-12-11 11:07:00,1475.0,1475.0,1480.0,18,1475.0
2025-12-11 11:08:00,1475.0,1475.0,1480.0,196,1475.0
2025-12-11 11:09:00,1475.0,1475.0,1475.0,113,1475.0
2025-12-11 11:10:00,1475.0,1475.0,1480.0,91,1475.0
2025-12-11 11:11:00,1480.0,1475.0,1480.0,73,1475.0
2025-12-11 11:12:00,1475.0,1475.0,1480.0,41,1475.0
2025-12-11 11:13:00,1475.0,1475.0,1480.0,21,1475.0
2025-12-11 11:14:00,1475.0,1475.0,1480.0,88,1475.0
2025-12-11 11:15:00,1475.0,1475.0,1480.0,24,1475.0
2025-12-11 11:16:00,1475.0,1475.0,1480.0,23,1475.0
2025-12-11 11:17:00,1475.0,1475.0,1480.0,145,1475.0
2025-12-11 11:18:00,1475.0,1470.0,1480.0,309,1470.0
2025-12-11 11:19:00,1475.0,1475.0,1475.0,48,1470.0
2025-12-11 11:20:00,1470.0,1475.0,1475.0,31,1470.0
2025-12-11 11:21:00,1475.0,1475.0,1475.0,38,1470.0
2025-12-11 11:22:00,1470.0,1475.0,1475.0,141,1470.0
2025-12-11 11:23:00,1475.0,1475.0,1480.0,364,1470.0
2025-12-11 11:24:00,1475.0,1475.0,1480.0,15,1475.0
2025-12-11 11:25:00,1475.0,1475.0,1480.0,20,1475.0
2025-12-11 11:26:00,1475.0,1475.0,1475.0,13,1475.0
2025-12-11 11:27:00,1475.0,1475.0,1480.0,37,1475.0
2025-12-11 11:28:00,1475.0,1475.0,1480.0,16,1475.0
2025-12-11 11:29:00,1475.0,1475.0,1480.0,31,1475.0
2025-12-11 11:30:00,1480.0,1475.0,1480.0,146,1475.0
2025-12-11 11:31:00,1475.0,1475.0,1475.0,258,1475.0
2025-12-11 11:32:00,1475.0,1475.0,1480.0,137,1475.0
2025-12-11 11:33:00,1475.0,1470.0,1475.0,87,1470.0
2025-12-11 11:34:00,1470.0,1470.0,1475.0,51,1470.0
2025-12-11 11:35:00,1470.0,1470.0,1475.0,42,1470.0
2025-12-11 11:36:00,1470.0,1470.0,1475.0,32,1470.0
2025-12-11 11:37:00,1475.0,1470.0,1475.0,36,1470.0
2025-12-11 11:38:00,1470.0,1475.0,1475.0,33,1470.0
2025-12-11 11:39:00,1470.0,1475.0,1475.0,36,1470.0
2025-12-11 11:40:00,1470.0,1470.0,1475.0,24,1470.0
2025-12-11 11:41:00,1470.0,1470.0,1475.0,27,1470.0
2025-12-11 11:42:00,1470.0,1470.0,1475.0,29,1470.0
2025-12-11 11:43:00,1470.0,1470.0,1475.0,38,1470.0
2025-12-11 11:44:00,1470.0,1470.0,1475.0,48,1470.0
2025-12-11 11:45:00,1475.0,1470.0,1475.0,572,1470.0
2025-12-11 11:46:00,1470.0,1470.0,1475.0,298,1470.0
2025-12-11 11:47:00,1470.0,1470.0,1475.0,32,1470.0
2025-12-11 11:48:00,1470.0,1470.0,1475.0,77,1470.0
2025-12-11 11:49:00,1470.0,1470.0,1475.0,37,1470.0
2025-12-11 11:50:00,1475.0,1470.0,1475.0,26,1470.0
2025-12-11 11:51:00,1475.0,1470.0,1475.0,42,1470.0
2025-12-11 11:52:00,1470.0,1470.0,1475.0,35,1470.0
2025-12-11 11:53:00,1470.0,1470.0,1475.0,30,1470.0
2025-12-11 11:54:00,1470.0,1470.0,1475.0,42,1470.0
2025-12-11 11:55:00,1470.0,1475.0,1475.0,33,1470.0
2025-12-11 11:56:00,1470.0,1470.0,1475.0,28,1470.0
2025-12-11 11:57:00,1475.0,1470.0,1475.0,51,1470.0
2025-12-11 11:58:00,1475.0,1475.0,1475.0,24,1470.0
2025-12-11 11:59:00,1470.0,1470.0,1475.0,29,1470.0
2025-12-11 12:00:00,1470.0,1470.0,1475.0,43,1470.0
2025-12-11 12:01:00,1470.0,1470.0,1475.0,35,1470.0
2025-12-11 12:02:00,1475.0,1475.0,1475.0,29,1470.0
2025-12-11 12:03:00,1470.0,1470.0,1475.0,31,1470.0
2025-12-11 12:04:00,1470.0,1470.0,1475.0,40,1470.0
2025-12-11 12:05:00,1470.0,1470.0,1475.0,43,1470.0
2025-12-11 12:06:00,1470.0,1470.0,1475.0,48,1470.0
2025-12-11 12:07:00,1475.0,1470.0,1475.0,49,1470.0
2025-12-11 12:08:00,1470.0,1475.0,1475.0,58,1470.0
2025-12-11 12:09:00,1470.0,1470.0,1475.0,66,1470.0
2025-12-11 12:10:00,1470.0,1470.0,1475.0,39,1470.0
2025-12-11 12:11:00,1470.0,1475.0,1475.0,28,1470.0
2025-12-11 12:12:00,1470.0,1475.0,1475.0,263,1470.0
2025-12-11 12:13:00,1475.0,1470.0,1475.0,516,1470.0
2025-12-11 12:14:00,1475.0,1475.0,1475.0,84,1470.0
2025-12-11 12:15:00,1475.0,1475.0,1475.0,38,1470.0
2025-12-11 12:16:00,1475.0,1470.0,1475.0,37,1470.0
2025-12-11 12:17:00,1470.0,1475.0,1475.0,137,1470.0
2025-12-11 12:18:00,1475.0,1475.0,1475.0,54,1470.0
2025-12-11 12:19:00,1470.0,1475.0,1475.0,52,1470.0
2025-12-11 12:20:00,1470.0,1475.0,1475.0,23,1470.0
2025-12-11 12:21:00,1475.0,1475.0,1475.0,32,1470.0
2025-12-11 12:22:00,1475.0,1470.0,1475.0,53,1470.0
2025-12-11 12:23:00,1470.0,1470.0,1475.0,27,1470.0
2025-12-11 12:24:00,1470.0,1475.0,1475.0,35,1470.0
2025-12-11 12:25:00,1475.0,1470.0,1475.0,40,1470.0
2025-12-11 12:26:00,1470.0,1470.0,1475.0,26,1470.0
2025-12-11 12:27:00,1470.0,1475.0,1475.0,36,1470.0
2025-12-11 12:28:00,1470.0,1475.0,1475.0,32,1470.0
2025-12-11 12:29:00,1470.0,1470.0,1475.0,34,1470.0
2025-12-11 12:30:00,1475.0,1470.0,1475.0,56,1470.0
2025-12-11 12:31:00,1475.0,1475.0,1475.0,40,1470.0
2025-12-11 12:32:00,1475.0,1470.0,1475.0,48,1470.0
2025-12-11 12:33:00,1470.0,1475.0,1475.0,71,1470.0
2025-12-11 12:34:00,1475.0,1470.0,1475.0,41,1470.0
2025-12-11 12:35:00,1470.0,1475.0,1475.0,15,1470.0
2025-12-11 12:36:00,1470.0,1475.0,1475.0,38,1470.0
2025-12-11 12:37:00,1470.0,1475.0,1475.0,33,1470.0
2025-12-11 12:38:00,1470.0,1470.0,1475.0,19,1470.0
2025-12-11 12:39:00,1470.0,1470.0,1475.0,36,1470.0
2025-12-11 12:40:00,1470.0,1470.0,1475.0,29,1470.0
2025-12-11 12:41:00,1475.0,1470.0,1475.0,12,1470.0
2025-12-11 12:42:00,1470.0,1470.0,1475.0,62,1470.0
2025-12-11 12:43:00,1475.0,1475.0,1475.0,33,1470.0
2025-12-11 12:44:00,1475.0,1470.0,1475.0,101,1470.0
2025-12-11 12:45:00,1470.0,1470.0,1475.0,33,1470.0
2025-12-11 12:46:00,1470.0,1470.0,1475.0,32,1470.0
2025-12-11 12:47:00,1470.0,1470.0,1475.0,38,1470.0
2025-12-11 12:48:00,1470.0,1470.0,1475.0,42,1470.0
2025-12-11 12:49:00,1475.0,1475.0,1475.0,77,1470.0
2025-12-11 12:50:00,1470.0,1470.0,1475.0,47,1470.0
2025-12-11 12:51:00,1470.0,1475.0,1475.0,57,1470.0
2025-12-11 12:52:00,1470.0,1470.0,1475.0,54,1470.0
2025-12-11 12:53:00,1470.0,1470.0,1475.0,43,1470.0
2025-12-11 12:54:00,1470.0,1470.0,1475.0,77,1470.0
2025-12-11 12:55:00,1475.0,1470.0,1475.0,44,1470.0
2025-12-11 12:56:00,1475.0,1470.0,1475.0,50,1470.0
2025-12-11 12:57:00,1470.0,1475.0,1475.0,33,1470.0
2025-12-11 12:58:00,1470.0,1475.0,1475.0,43,1470.0
2025-12-11 12:59:00,1470.0,1470.0,1475.0,171,1470.0
2025-12-11 13:00:00,1470.0,1470.0,1475.0,79,1470.0
2025-12-11 13:01:00,1470.0,1475.0,1475.0,20,1470.0
2025-12-11 13:02:00,1470.0,1470.0,1475.0,76,1470.0
2025-12-11 13:03:00,1470.0,1470.0,1475.0,57,1470.0
2025-12-11 13:04:00,1470.0,1470.0,1475.0,96,1470.0
2025-12-11 13:05:00,1470.0,1470.0,1475.0,85,1470.0
2025-12-11 13:06:00,1470.0,1470.0,1475.0,80,1470.0
2025-12-11 13:07:00,1470.0,1470.0,1475.0,171,1470.0
2025-12-11 13:08:00,1470.0,1470.0,1475.0,610,1470.0
2025-12-11 13:09:00,1470.0,1465.0,1470.0,545,1465.0
2025-12-11 13:10:00,1465.0,1470.0,1470.0,54,1465.0
2025-12-11 13:11:00,1465.0,1470.0,1470.0,32,1465.0
2025-12-11 13:12:00,1465.0,1465.0,1470.0,62,1465.0
2025-12-11 13:13:00,1470.0,1470.0,1470.0,57,1465.0
2025-12-11 13:14:00,1465.0,1465.0,1470.0,82,1465.0
2025-12-11 13:15:00,1465.0,1465.0,1470.0,34,1465.0
2025-12-11 13:16:00,1465.0,1465.0,1470.0,43,1465.0
2025-12-11 13:17:00,1465.0,1465.0,1470.0,32,1465.0
2025-12-11 13:18:00,1465.0,1465.0,1470.0,77,1465.0
2025-12-11 13:19:00,1465.0,1470.0,1470.0,113,1465.0
2025-12-11 13:20:00,1465.0,1470.0,1470.0,106,1465.0
2025-12-11 13:21:00,1465.0,1470.0,1470.0,151,1465.0
2025-12-11 13:22:00,1465.0,1470.0,1470.0,186,1465.0
2025-12-11 13:23:00,1465.0,1470.0,1470.0,123,1465.0
2025-12-11 13:24:00,1470.0,1465.0,1470.0,339,1465.0
2025-12-11 13:25:00,1470.0,1470.0,1470.0,3203,1470.0
